pasaje|texto|interpretación|temas|área_vida
Lucas 17:14|Y si siete veces al día pecare contra ti, y siete veces al día se volviere á ti, diciendo, pésame, perdónale.|Jesús enseña sobre el perdón, indicando que debemos perdonar repetidamente a aquellos que se arrepienten sinceramente, sin importar cuántas veces pequen contra nosotros.|['salud y curación']|['Relaciones familiares/pareja', 'Amistad', 'Salud mental/emocional']
Lucas 17:27|Comían, bebían, los hombres tomaban mujeres, y las mujeres maridos, hasta el día que entró Noé en el arca; y vino el diluvio, y destruyó á todos.|Este versículo se refiere a la vida cotidiana de las personas antes del diluvio en tiempos de Noé. La gente estaba ocupada con sus actividades diarias, como comer, beber y casarse, sin prestar atención a las advertencias de Noé sobre el diluvio inminente. Finalmente, el diluvio llegó y destruyó a todos.|['matrimonio y el sexo']|['Relaciones familiares/pareja', 'Desarrollo/crecimiento personal', 'Salud mental/emocional']
Lucas 19:38|Diciendo: ­Bendito el rey que viene en el nombre del Señor: paz en el cielo, y gloria en lo altísimo!|Este versículo es parte de la entrada triunfal de Jesús en Jerusalén. La gente lo aclama como el rey que viene en el nombre del Señor, reconociendo su autoridad divina y su misión de traer paz y gloria.|['paz']|['Misión de vida', 'Relaciones familiares/pareja']
Lucas 1:35|Y respondiendo el ángel le dijo: El Espíritu Santo vendrá sobre ti, y la virtud del Altísimo te hará sombra; por lo cual también lo Santo que nacerá, será llamado Hijo de Dios.|El ángel Gabriel le explica a María que el Espíritu Santo descenderá sobre ella y el poder de Dios la cubrirá, resultando en el nacimiento de Jesús, quien será llamado el Hijo de Dios.|['Jesús, el hijo de Dios - simplicidad']|['Relaciones familiares/pareja', 'Misión de vida']
Lucas 1:37|Porque ninguna cosa es imposible para Dios.|Este versículo subraya la omnipotencia de Dios, afirmando que no hay nada que Él no pueda hacer.|['fe']|['Misión de vida', 'Salud mental/emocional']
Lucas 1:45|Y bienaventurada la que creyó, porque se cumplirán las cosas que le fueron dichas de parte del Señor.|"Este versículo se refiere a la bendición de María por su fe en las promesas de Dios. La ""bienaventurada"" es María, quien creyó en el mensaje del ángel Gabriel sobre el nacimiento de Jesús."|['maternidad']|['Relaciones familiares/pareja', 'Misión de vida']
Lucas 1:79|Para dar luz á los que habitan en tinieblas y en sombra de muerte; Para encaminar nuestros pies por camino de paz.|Este versículo habla de la misión de Jesús de traer luz y guía a aquellos que están en la oscuridad y en la sombra de la muerte, y de dirigirnos hacia un camino de paz.|['paz']|['Misión de vida', 'Salud mental/emocional']
Lucas 22:31, 32|Dijo también el Señor: Simón, Simón, he aquí Satanás os ha pedido para zarandaros como á trigo; Mas yo he rogado por ti que tu fe no falte: y tú, una vez vuelto, confirma á tus hermanos.|Jesús le advierte a Simón Pedro que Satanás ha pedido ponerlo a prueba, pero Jesús ha orado para que su fe no falle. Luego, le encomienda que, una vez superada la prueba, fortalezca a sus hermanos en la fe.|['oración', 'crecimiento espiritual']|['Relaciones familiares/pareja', 'Misión de vida', 'Salud mental/emocional']
Lucas 22:35|Y á ellos dijo: Cuando os envié sin bolsa, y sin alforja, y sin zapatos, ¿os faltó algo? Y ellos dijeron: Nada.|Jesús está recordando a sus discípulos cómo, cuando los envió a predicar sin provisiones materiales, no les faltó nada porque Dios proveyó para sus necesidades. Esto subraya la importancia de la confianza en la providencia divina.|['suministro de dios']|['Misión de vida', 'Fe/Confianza en Dios']
Lucas 22:42|Diciendo: Padre, si quieres, pasa este vaso de mí; empero no se haga mi voluntad, sino la tuya.|Jesús, en su oración en el Monte de los Olivos, expresa su deseo humano de evitar el sufrimiento que sabe que está por venir, pero se somete a la voluntad de Dios, mostrando su obediencia y entrega total.|['Jesús, el hijo de Dios - simplicidad']|['Salud mental/emocional', 'Misión de vida']
Lucas 23:34|Y Jesús decía: Padre, perdónalos, porque no saben lo que hacen. Y partiendo sus vestidos, echaron suertes.|Jesús, en su momento de mayor sufrimiento en la cruz, pide a Dios que perdone a quienes lo están crucificando, mostrando un ejemplo supremo de perdón y misericordia. La segunda parte del versículo describe cómo los soldados se repartieron sus vestiduras.|['perdón y misericordia']|['Relaciones familiares/pareja', 'Salud mental/emocional', 'Desarrollo/crecimiento personal']
Lucas 24:36|Y entre tanto que ellos hablaban estas cosas, él se puso en medio de ellos, y les dijo: Paz á vosotros.|"Este versículo describe una aparición de Jesús resucitado a sus discípulos. Al decir ""Paz á vosotros"", Jesús les ofrece consuelo y tranquilidad en un momento de confusión y miedo."|['paz']|['Relaciones familiares/pareja', 'Salud mental/emocional']
Lucas 2:1-5|Y ACONTECIO en aquellos días que salió edicto de parte de Augusto César, que toda la tierra fuese empadronada. Este empadronamiento primero fué hecho siendo Cirenio gobernador de la Siria. E iban todos para ser empadronados, cada uno á su ciudad. Y subió José de Galilea, de la ciudad de Nazaret, á Judea, á la ciudad de David, que se llama Bethlehem, por cuanto era de la casa y familia de David; Para ser empadronado con María su mujer, desposada con él, la cual estaba encinta.|Este fragmento describe un censo ordenado por el emperador romano Augusto César, que obligaba a todos a registrarse en su ciudad de origen. José y María, que estaba embarazada, viajaron de Nazaret a Belén para cumplir con este mandato, ya que José era de la familia de David.|['legalidades']|['Relaciones familiares/pareja', 'Misión de vida']
Lucas 2:14|Gloria en las alturas á Dios, Y en la tierra paz, buena voluntad para con los hombres.|"Este versículo es parte del anuncio de los ángeles a los pastores sobre el nacimiento de Jesús. ""Gloria en las alturas a Dios"" significa dar alabanza y honor a Dios en el cielo. ""Y en la tierra paz, buena voluntad para con los hombres"" se refiere a la paz y la buena voluntad que Dios ofrece a la humanidad a través del nacimiento de Jesús."|['paz']|['Relaciones familiares/pareja', 'Salud mental/emocional', 'Misión de vida']
Lucas 2:36|...la cual había venido en grande edad, y había vivido con su marido siete años desde su virginidad;|Este fragmento habla de Ana, una profetisa que había estado casada durante siete años antes de quedar viuda. Se menciona su edad avanzada y su dedicación a Dios.|['matrimonio y el sexo']|['Relaciones familiares/pareja', 'Misión de vida']
Lucas 6:22, 23|Bienaventurados seréis, cuando los hombres os aborrecieren, y cuando os apartaren de sí, y os denostaren, y desecharen vuestro nombre como malo, por el Hijo del hombre. Gozaos en aquel día, y alegraos; porque he aquí vuestro galardón es grande en los cielos; porque así hacían sus padres á los profetas.|Jesús está diciendo que aquellos que son perseguidos, rechazados y calumniados por causa de su fe en Él serán bendecidos. Deben alegrarse porque su recompensa en el cielo será grande, ya que los profetas también fueron tratados de la misma manera.|['gratitud']|['Salud mental/emocional', 'Misión de vida']
Lucas 6:37|No juzguéis, y no seréis juzgados: no condenéis, y no seréis condenados: perdonad, y seréis perdonados.|Este versículo nos enseña sobre la importancia de no juzgar ni condenar a los demás, ya que de la misma manera seremos juzgados y condenados. También nos insta a perdonar a los demás para recibir perdón.|['perdón y misericordia']|['Relaciones familiares/pareja', 'Amistad', 'Salud mental/emocional']
Lucas 6:38|Dad, y se os dará; medida buena, apretada, remecida, y rebosando darán en vuestro seno: porque con la misma medida que midiereis, os será vuelto á medir.|"Este versículo enseña sobre la generosidad y la reciprocidad. Jesús está diciendo que si damos generosamente a los demás, también recibiremos generosidad en retorno. La ""medida buena, apretada, remecida, y rebosando"" es una imagen de abundancia y bendición que se nos dará si somos generosos."|['altruismo']|['Relaciones familiares/pareja', 'Amistad', 'Dinero']
Lucas 7:50|And he said to the woman, Thy faith hath saved thee; go in peace.|Jesús le dice a la mujer que su fe la ha salvado y que puede ir en paz. Aquí, Jesús destaca la importancia de la fe para la salvación y la paz interior.|['paz']|['Salud mental/emocional', 'Desarrollo/crecimiento personal', 'Misión de vida']
Lucas 9:1|Y JUNTANDO á sus doce discípulos, les dió virtud y potestad sobre todos los demonios, y que sanasen enfermedades.|Jesús reunió a sus doce discípulos y les dio poder y autoridad sobre todos los demonios y para sanar enfermedades.|['resistencia al diablo']|['Salud física', 'Misión de vida', 'Desarrollo/crecimiento personal']
Malaquías 2:10|¿No tenemos todos un mismo padre? ¿No nos ha criado un mismo Dios? ¿Por qué menospreciaremos cada uno á su hermano, quebrantando el pacto de nuestros padres?|Este versículo nos recuerda que todos somos hijos de un mismo Dios y, por lo tanto, hermanos. Nos llama a la unidad y al respeto mutuo, cuestionando por qué deberíamos menospreciar o maltratar a nuestros hermanos, ya que esto va en contra del pacto y la enseñanza de nuestros antepasados.|['creación/evolución']|['Relaciones familiares/pareja', 'Amistad', 'Desarrollo/crecimiento personal']
Malaquías 2:5|Mi pacto fué con él de vida y de paz, las cuales cosas yo le dí por el temor; porque me temió, y delante de mi nombre estuvo humillado.|Este versículo habla del pacto de Dios con Leví, el antepasado de los sacerdotes. Dios le otorgó vida y paz debido a su reverencia y humildad ante Él.|['paz']|['Misión de vida', 'Desarrollo/crecimiento personal']
Malaquías 3:10|Traed todos los diezmos al alfolí, y haya alimento en mi casa; y probadme ahora en esto, dice Jehová de los ejércitos, si no os abriré las ventanas de los cielos, y vaciaré sobre vosotros bendición hasta que sobreabunde.|Dios está pidiendo a su pueblo que traigan los diezmos (una décima parte de sus ingresos) al templo para que haya suficiente provisión. Él promete que si obedecen, abrirá las ventanas del cielo y derramará bendiciones abundantes sobre ellos.|['altruismo']|['Dinero', 'Misión de vida']
Malaquías 3:8-10|¿Robará el hombre á Dios? Pues vosotros me habéis robado. Y dijisteis: ¿En qué te hemos robado? Los diezmos y las primicias. Malditos sois con maldición, porque vosotros, la nación toda, me habéis robado. Traed todos los diezmos al alfolí, y haya alimento en mi casa; y probadme ahora en esto, dice Jehová de los ejércitos, si no os abriré las ventanas de los cielos, y vaciaré sobre vosotros bendición hasta que sobreabunde.|En este pasaje, Dios acusa al pueblo de Israel de robarle al no dar los diezmos y las primicias que le corresponden. Los diezmos eran una décima parte de los ingresos que debían ser entregados al templo para el sustento de los sacerdotes y el mantenimiento del culto. Dios promete bendiciones abundantes si el pueblo cumple con esta obligación.|['suministro de dios']|['Dinero', 'Misión de vida']
Malaquías 4:2|Mas á vosotros los que teméis mi nombre, nacerá el Sol de justicia, y en sus alas traerá salud: y saldréis, y saltaréis como becerros de la manada.|"Este versículo promete que aquellos que temen y respetan el nombre de Dios recibirán justicia y sanación. La imagen del ""Sol de justicia"" simboliza la llegada de un tiempo de bendición y curación, y la alegría descrita como ""saltaréis como becerros de la manada"" representa la liberación y el gozo."|['salud y curación']|['Salud física', 'Salud mental/emocional', 'Desarrollo/crecimiento personal']
Marcos 10:12|Y si la mujer repudiare á su marido y se casare con otro, comete adulterio.|En este versículo, Jesús está hablando sobre la santidad del matrimonio y la gravedad del adulterio. Aquí se menciona que si una mujer se divorcia de su esposo y se casa con otro hombre, está cometiendo adulterio. Esto subraya la importancia de la fidelidad en el matrimonio.|['matrimonio y el sexo']|['Relaciones familiares/pareja']
Marcos 10:4-9|Y ellos dijeron: Moisés permitió escribir carta de divorcio, y repudiar. Y respondiendo Jesús, les dijo: Por la dureza de vuestro corazón os escribió este mandamiento; Pero al principio de la creación, varón y hembra los hizo Dios. Por esto dejará el hombre á su padre y á su madre, y se juntará á su mujer. Y los que eran dos, serán hechos una carne: así que no son más dos, sino una carne. Pues lo que Dios juntó, no lo aparte el hombre.|Jesús explica que Moisés permitió el divorcio debido a la dureza del corazón humano, pero enfatiza que desde el principio, Dios creó al hombre y a la mujer para que se unieran y fueran una sola carne. Por lo tanto, lo que Dios ha unido, el hombre no debe separarlo.|['matrimonio y el sexo']|['Relaciones familiares/pareja']
